62,0
62,1
62,2
61,4
61,4
61,6
60,7
60,8
60,9
60,10
60,11
60,12
60,13
60,14
60,15
61,16
60,17
61,19
60,21
61,22
63,24
88,35
69,30
67,30
52,26
53,28
53,29
53,30
65,38
66,40
68,42
188,123
181,123
175,123
169,123
163,123
157,123
152,123
147,123
137,124
128,124
120,124
115,123
112,124
108,123
105,125
101,124
97,124
94,124
91,124
88,124
84,124
81,124
79,125
75,124
73,125
70,124
67,124
64,124
62,125
59,124
56,124
54,125
52,125
49,124
46,124
44,125
42,124
39,124
37,124
35,124
32,125
30,124
28,125
26,125
23,125
21,125
19,125
17,125
15,125
13,125
11,124
8,124
6,125
4,124
2,125
0,124
-2,124
-4,124
-7,125
-9,124
-11,124
-13,124
-15,124
-17,124
-19,125
-22,124
-24,124
-26,125
-28,125
-30,125
-33,125
-35,125
-37,125
-40,125
-42,125
-44,125
-47,125
-49,125
-52,125
-54,125
-57,125
-59,125
-62,125
-64,125
-67,124
-70,124
-72,124
-75,124
-78,125
-81,124
-84,124
-87,124
-90,124
-93,124
-97,124
-102,126
-107,124
-111,124
-115,124
-119,124
-123,124
-127,124
-131,124
-136,123
-151,124
-154,122
-160,122
-78,57
-48,28
-48,27
-88,36
-245,85
-245,80
-246,76
-244,71
-82,19
-152,27
-246,41
-247,36
-247,32
-246,28
-245,23
-246,19
-246,15
-246,11
-246,7
-246,3
-246,-2
-246,-6
-246,-10
-246,-14
-246,-18
-245,-23
-246,-27
-246,-31
-247,-35
-246,-40
-246,-44
-245,-48
-245,-52
-246,-57
-246,-61
-245,-66
-246,-70
-245,-75
-245,-79
-246,-84
-246,-89
-246,-94
-246,-99
-246,-103
-246,-108
-153,-71
-245,-123
-245,-128
-245,-133
-246,-139
-246,-145
-245,-150
-247,-157
-245,-162
-245,-167
-244,-173
-245,-180
-243,-185
-246,-194
-243,-199
-244,-206
-245,-214
-246,-223
-243,-228
-244,-236
-245,-245
-246,-254
-245,-262
-242,-287
-245,-301
-243,-309
-244,-320
-244,-332
-242,-341
-243,-354
-243,-369
-244,-383
-248,-404
-245,-415
-198,-394
-188,-392
-239,-626
-25,-151
-24,-156
-21,-156
-12,-105
-16,-157
-13,-157
-10,-156
-7,-156
-5,-156
-2,-156
0,-156
3,-156
6,-156
8,-111
19,-156
22,-157
26,-166
26,-151
29,-151
35,-166
37,-165
40,-165
43,-166
46,-166
50,-166
55,-164
57,-161
59,-159
62,-157
64,-155
66,-152
68,-150
70,-148
76,-153
82,-158
88,-164
126,-227
129,-223
135,-224
189,-304
209,-301
212,-295
232,-301
239,-300
250,-303
255,-299
373,-395
375,-325
375,-313
179,-143
178,-138
179,-133
179,-128
179,-124
179,-120
181,-117
181,-112
181,-107
183,-105
189,-104
196,-103
204,-103
212,-103
324,-151
355,-144
354,-137
360,-132
290,-90
279,-81
86,-22
87,-21
63,-2
63,-1
