117,0
116,2
116,4
116,6
116,8
116,10
117,12
117,14
117,16
117,18
117,21
117,23
117,25
117,27
117,29
117,31
117,34
118,36
118,38
118,40
118,42
118,45
119,47
119,50
119,52
119,55
120,57
119,60
119,62
122,66
121,68
120,70
120,73
120,76
121,80
120,83
121,86
120,89
121,92
121,96
121,99
121,103
122,107
122,111
122,115
122,119
123,124
123,128
125,135
123,138
123,143
124,149
124,155
124,160
124,165
125,172
126,180
126,187
126,194
128,206
128,213
129,223
130,234
131,245
131,256
132,270
133,283
130,289
124,291
118,290
116,299
110,300
105,301
99,301
94,302
88,303
82,302
77,303
71,303
66,303
61,304
55,303
50,306
44,304
39,305
34,306
29,306
23,306
18,307
13,307
7,308
2,308
-4,308
-9,308
-15,310
-20,308
-25,309
-31,309
-36,309
-42,310
-47,310
-53,312
-58,311
-64,311
-70,312
-75,311
-81,310
-87,311
-94,315
-100,314
-105,313
-111,313
-117,312
-123,313
-131,316
-138,317
-144,315
-150,313
-157,314
0,0
-173,318
-178,315
-186,316
-196,319
-203,320
-209,316
-220,320
-230,324
0,0
-85,109
-85,105
-87,104
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
-382,317
0,0
0,0
0,0
-471,338
-477,330
-491,327
0,0
-680,420
0,0
-678,387
0,0
-645,339
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
-540,-308
0,0
-510,-315
-497,-318
-491,-327
-267,-186
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
-272,-297
0,0
-278,-326
-269,-327
-260,-327
-251,-327
-243,-328
-215,-302
-207,-302
-200,-302
-193,-302
-187,-305
-181,-308
-173,-305
-164,-302
-162,-310
-166,-331
-160,-334
-153,-333
-145,-332
-139,-334
-133,-336
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
19,-346
25,-342
31,-342
37,-342
43,-344
49,-343
55,-343
62,-344
67,-344
73,-343
80,-345
83,-333
87,-326
94,-329
100,-329
107,-330
0,0
0,0
0,0
0,0
0,0
0,0
103,-220
104,-213
90,-177
91,-170
91,-164
92,-158
92,-153
95,-151
98,-151
102,-151
106,-152
108,-148
108,-143
108,-138
109,-134
109,-130
109,-126
109,-121
110,-118
110,-114
110,-110
111,-107
110,-103
111,-100
111,-97
111,-93
111,-90
112,-87
112,-84
112,-81
112,-79
112,-76
112,-73
112,-70
112,-66
112,-64
112,-61
112,-59
112,-57
112,-54
112,-52
113,-50
113,-47
113,-45
113,-43
113,-41
113,-38
113,-36
113,-34
114,-32
114,-30
114,-28
114,-26
114,-24
114,-22
114,-20
115,-18
115,-16
115,-13
115,-11
115,-9
115,-7
117,-5
117,-3
117,-2
